student_id,course_id,chapter,time_spent,score,completed
S31,C3,1,41.82,30.81,0
S1487,C3,8,71.67,98.86,1
S1787,C3,4,97.56,63.04,0
S555,C2,4,61.67,39.75,0
S1696,C2,5,40.96,76.26,1
S1656,C1,3,86.57,64.9,1
S2805,C3,4,46.92,34.46,1
S3425,C2,8,22.26,100.0,1
S1055,C2,1,20.61,15.33,0
S2477,C3,8,72.5,96.34,1
S1048,C3,5,146.44,75.92,1
S1489,C2,1,89.17,51.32,1
S1621,C2,2,109.06,73.78,1
S3304,C2,8,110.01,75.16,1
S975,C1,7,19.55,32.45,0
S1817,C1,3,18.53,32.02,0
S3328,C1,8,58.75,42.21,0
S808,C3,1,56.45,23.75,0
S2432,C3,8,83.81,86.51,1
S1149,C2,5,65.75,42.34,1
S217,C3,3,78.68,77.64,1
S495,C2,7,5.0,0.0,0
S2912,C2,5,17.53,52.42,0
S1803,C3,7,16.39,22.19,0
S1969,C2,2,75.78,68.72,1
S244,C1,2,49.29,35.49,0
S3222,C3,6,32.29,35.83,0
S2241,C1,8,46.5,40.9,0
S2713,C3,6,49.78,11.98,0
S3322,C3,8,5.0,0.0,0
S2328,C3,8,68.93,59.92,1
S3012,C1,6,110.42,90.37,1
S3336,C3,2,46.41,35.28,0
S2459,C1,1,54.96,29.21,0
S367,C1,5,7.03,56.29,0
S976,C2,6,94.95,63.02,1
S1318,C2,2,45.36,9.23,0
S1551,C2,4,37.8,18.42,0
S1986,C2,7,40.64,71.31,1
S3483,C1,6,25.84,16.77,0
S2818,C3,8,68.4,65.26,1
S434,C1,5,90.02,81.99,1
S3324,C1,1,57.53,30.65,0
S562,C2,5,74.43,88.09,1
S1069,C3,7,60.01,68.28,1
S2747,C2,4,69.49,91.06,1
S3487,C1,5,67.68,65.73,1
S431,C1,8,52.96,13.61,0
S1764,C2,7,29.81,22.58,0
S648,C3,6,51.43,44.02,0
S12,C1,8,18.49,29.3,0
S995,C1,4,17.21,56.56,1
S793,C3,7,100.81,60.14,1
S2703,C2,1,96.21,82.97,1
S1377,C2,2,110.8,59.11,1
S2263,C3,7,92.65,64.62,1
S305,C3,2,52.6,74.92,1
S3196,C1,7,41.59,0.0,0
S1637,C2,5,92.46,8.55,0
S3361,C2,5,79.42,42.3,0
S855,C2,3,117.38,65.91,0
S1690,C3,6,5.0,65.94,0
S413,C3,4,22.33,52.26,0
S3391,C1,5,5.0,64.15,0
S2587,C1,6,35.88,17.69,0
S1184,C2,2,45.21,28.18,0
S835,C3,3,67.41,94.28,0
S1453,C2,2,95.35,50.41,1
S3169,C2,2,134.92,72.18,1
S904,C3,7,9.64,33.26,0
S2752,C2,8,5.0,21.35,0
S2397,C2,4,94.83,53.39,1
S2324,C1,7,143.52,76.45,1
S1242,C2,7,106.1,94.4,0
S3452,C2,5,118.58,72.13,1
S2016,C2,4,17.52,53.2,0
S2,C1,3,58.81,43.5,0
S1480,C1,6,7.33,36.45,0
S3042,C2,1,5.0,62.99,1
S1652,C3,8,91.57,70.38,1
S1902,C3,5,57.88,75.04,0
S1341,C2,3,140.87,58.52,1
S3033,C2,3,70.72,10.22,0
S3102,C2,1,42.29,37.52,0
S103,C2,4,16.16,43.74,0
S2920,C3,8,5.25,12.06,0
S1771,C2,6,5.0,33.51,0
S1400,C2,4,74.57,77.08,1
S1760,C2,8,36.64,41.21,0
S1944,C1,7,63.66,59.61,1
S1314,C2,7,61.63,78.19,1
S1847,C3,3,5.0,0.0,0
S651,C3,4,22.28,28.99,0
S936,C3,8,75.68,58.92,1
S1701,C1,5,31.34,41.77,0
S1594,C1,3,35.09,46.99,0
S348,C1,1,30.41,31.55,0
S1470,C1,7,35.68,40.69,0
S529,C2,2,31.1,48.74,0
S1235,C3,6,101.26,82.63,1
S3211,C1,5,52.4,78.02,1
S91,C1,2,14.57,24.83,0
S1830,C3,5,12.27,40.1,0
S2314,C3,5,32.47,30.07,0
S3386,C3,5,62.95,42.09,0
S1165,C1,2,54.42,51.73,1
S2179,C3,6,98.39,70.5,1
S2082,C3,4,48.56,19.59,0
S3328,C1,4,84.29,29.61,0
S1560,C3,7,114.69,94.12,1
S809,C3,2,70.63,83.33,0
S218,C2,5,17.9,33.26,0
S995,C1,2,28.11,21.69,0
S1313,C1,2,110.86,78.73,1
S3156,C2,5,86.94,55.69,1
S1526,C3,3,53.4,9.76,0
S1840,C3,3,62.22,34.48,1
S613,C3,1,65.77,12.94,0
S633,C1,1,35.42,49.12,0
S1900,C2,4,14.88,46.28,0
S487,C3,2,5.0,8.47,1
S928,C1,2,83.84,71.64,1
S644,C1,3,65.12,65.96,1
S1949,C2,1,114.51,84.78,1
S46,C3,4,22.03,37.17,0
S687,C2,6,101.63,67.33,1
S2624,C1,5,68.27,49.67,1
S86,C2,1,15.45,32.35,0
S3499,C2,6,92.56,64.15,1
S1020,C2,1,69.97,25.27,0
S117,C2,5,123.21,78.7,0
S1030,C1,4,102.58,68.26,1
S886,C2,6,6.91,23.18,0
S2132,C3,6,109.31,34.68,0
S1551,C2,6,43.33,30.68,0
S1195,C2,6,33.52,17.57,0
S73,C3,1,19.67,15.06,0
S1535,C1,3,14.98,46.74,0
S1640,C2,5,103.3,56.87,1
S1608,C2,5,19.79,16.95,0
S88,C1,5,49.36,7.49,0
S2808,C1,3,66.45,68.59,1
S585,C2,7,34.13,27.72,0
S769,C3,5,41.47,44.42,0
S1858,C2,2,81.37,63.33,1
S121,C1,7,91.28,89.31,1
S1654,C1,6,92.38,35.63,1
S766,C1,3,79.66,0.0,0
S1289,C2,2,6.69,45.46,0
S1729,C2,3,50.9,20.15,0
S958,C1,1,75.99,75.35,1
S544,C1,3,135.83,68.58,1
S2650,C3,6,54.98,66.78,1
S3248,C2,2,8.01,29.78,0
S1690,C3,5,5.0,24.04,0
S2873,C3,6,28.92,12.26,0
S294,C3,4,97.21,97.55,1
S2124,C3,5,79.98,57.96,1
S10,C2,2,109.19,83.99,1
S718,C2,1,74.36,75.23,1
S667,C3,5,64.48,35.0,0
S31,C3,5,25.07,32.97,0
S830,C2,8,110.11,66.75,1
S3463,C2,6,51.8,36.71,0
S1145,C3,3,101.2,97.0,1
S1398,C3,3,34.85,29.4,0
S2200,C2,2,22.78,32.01,0
S1002,C2,4,26.73,16.0,0
S1378,C3,5,78.62,97.52,1
S169,C1,3,109.13,83.0,1
S2380,C1,7,148.31,66.65,1
S1897,C1,5,45.25,54.52,1
S1380,C3,7,25.34,45.05,0
S1808,C3,1,62.86,14.41,0
S1994,C2,4,94.67,79.91,1
S2105,C3,7,44.98,14.95,0
S1326,C3,1,107.47,86.31,1
S1050,C3,4,31.35,24.44,0
S2442,C1,3,73.48,76.0,1
S2283,C3,5,61.25,33.37,0
S509,C3,6,36.96,89.39,1
S1937,C1,1,99.69,46.81,1
S3486,C1,7,61.04,84.26,1
S1804,C2,2,82.82,68.09,1
S2399,C2,8,15.1,24.29,0
S3094,C2,2,36.16,38.6,0
S2946,C2,4,128.15,64.89,1
S1054,C3,8,40.45,33.69,1
S1717,C3,1,70.01,77.85,1
S860,C3,4,101.97,64.98,1
S784,C1,2,93.34,55.54,1
S3137,C3,4,83.38,81.57,1
S847,C3,6,22.84,31.51,0
S1478,C1,5,32.5,24.92,0
S3095,C3,8,81.4,71.83,1
S46,C3,8,18.73,35.01,0
S1314,C2,5,70.14,87.31,1
S1986,C2,2,22.37,41.58,1
S1423,C1,1,62.4,37.55,0
S1989,C3,7,70.79,62.96,1
S3380,C1,2,5.42,28.52,0
S2581,C2,3,122.24,52.3,1
S2678,C2,5,46.58,26.43,0
S982,C2,6,12.39,35.91,0
S1052,C3,5,32.33,54.19,0
S765,C3,3,11.62,10.72,0
S248,C2,7,106.92,53.62,1
S296,C2,5,20.88,40.55,0
S2046,C2,4,99.48,43.57,1
S3413,C3,5,41.86,20.78,0
S1867,C3,5,107.34,71.48,1
S3230,C1,8,16.59,25.92,0
S1879,C2,5,72.6,47.98,0
S3049,C3,4,30.32,64.1,0
S928,C1,6,5.0,24.41,1
S567,C2,1,31.17,20.83,0
S101,C2,3,97.12,79.5,1
S3137,C3,6,33.56,70.55,1
S295,C1,7,19.04,15.93,0
S1227,C1,8,18.64,33.11,0
S1316,C1,7,52.06,0.0,1
S2878,C1,7,103.51,69.05,1
S522,C1,3,61.82,67.65,1
S1305,C3,7,88.48,57.45,1
S2973,C3,1,51.8,28.25,0
S2473,C3,7,25.61,41.31,0
S2983,C1,5,98.94,60.36,1
S3210,C2,7,63.45,57.75,1
S641,C3,5,39.08,26.91,0
S528,C3,4,67.43,56.73,1
S2572,C3,2,74.25,83.95,1
S363,C2,2,45.35,51.5,0
S1821,C2,1,50.18,11.04,1
S3017,C3,3,11.33,96.3,0
S2752,C2,2,5.0,35.3,0
S2293,C2,5,12.47,84.25,1
S1253,C1,7,65.6,42.17,1
S2575,C1,2,36.83,6.99,0
S2724,C2,5,94.98,54.88,1
S1679,C2,2,60.12,41.93,0
S2041,C2,4,42.14,45.04,0
S285,C2,8,96.77,95.61,1
S1963,C3,6,126.56,62.83,0
S81,C1,4,21.98,0.0,0
S3174,C2,2,37.55,34.75,0
S1550,C1,5,46.16,33.28,0
S2729,C2,2,89.36,63.23,1
S1441,C3,4,34.73,28.04,0
S2820,C3,3,31.23,11.91,0
S1334,C3,3,73.66,59.09,1
S3277,C3,2,72.38,12.07,1
S2265,C3,2,50.47,15.35,0
S1122,C1,8,5.0,22.41,0
S2331,C3,4,88.1,95.57,1
S3009,C3,2,106.99,72.3,1
S1578,C1,5,42.02,8.83,0
S332,C1,4,35.68,42.38,0
S944,C2,1,5.0,25.08,0
S2405,C2,3,64.58,34.9,1
S1915,C2,5,17.89,34.94,0
S97,C2,1,51.9,30.97,0
S3478,C3,1,100.66,69.45,1
S1015,C1,4,7.08,47.95,0
S1851,C3,6,67.5,78.98,1
S437,C1,2,81.16,52.09,0
S1653,C3,8,14.1,28.06,0
S1817,C1,1,31.65,33.51,0
S1273,C2,3,65.45,78.28,1
S2982,C2,2,42.1,62.98,1
S1704,C2,8,49.77,30.68,0
S784,C1,1,25.13,31.56,1
S311,C1,4,88.27,72.37,1
S2336,C1,4,71.37,12.87,0
S2721,C2,5,32.23,21.84,0
S2608,C2,7,64.04,81.1,1
S2006,C2,2,56.18,37.85,0
S2002,C3,7,5.0,22.26,0
S2891,C2,3,41.81,78.73,1
S1953,C2,4,103.64,55.21,1
S1206,C3,2,15.72,54.83,0
S2001,C1,2,66.43,94.14,1
S2245,C3,1,10.48,32.42,1
S2270,C3,7,41.01,87.45,1
S2350,C3,1,70.46,91.94,1
S1692,C1,4,100.46,83.03,1
S2513,C3,7,45.62,12.02,0
S1361,C2,6,57.83,37.21,0
S2964,C2,1,28.39,42.58,0
S994,C1,1,64.32,72.86,0
S1322,C3,2,70.81,75.96,1
S1480,C1,2,81.42,81.76,1
S1545,C2,1,70.68,78.12,1
S1448,C3,1,54.71,53.72,0
S3092,C3,6,5.0,42.38,0
S1,C3,8,14.41,48.51,0
S3274,C1,5,99.93,70.57,1
S690,C2,3,5.0,22.17,0
S2893,C2,5,57.76,45.44,0
S3342,C2,7,43.79,53.53,0
S2125,C1,3,139.01,72.39,1
S2738,C1,2,134.61,82.36,1
S3258,C3,4,90.68,70.43,1
S659,C1,4,92.47,66.33,1
S467,C2,2,28.11,48.55,0
S3090,C1,6,68.37,71.72,1
S3029,C3,6,16.0,36.62,1
S402,C1,7,5.0,59.05,0
S1214,C2,8,44.71,22.49,0
S297,C3,5,5.0,16.49,1
S2447,C3,8,97.59,77.14,1
S2674,C2,2,58.2,55.91,1
S318,C1,5,149.33,60.4,0
S1529,C3,7,31.07,28.31,0
S2164,C1,2,49.18,37.14,0
S117,C2,2,70.6,76.3,1
S824,C2,7,86.47,91.7,1
S272,C1,3,101.89,58.67,1
S2972,C2,1,58.1,74.25,1
S1250,C1,7,29.49,14.6,1
S1628,C3,8,5.0,29.89,0
S1768,C2,1,23.1,74.56,0
S2054,C2,5,68.7,11.99,0
S659,C1,7,91.75,59.37,1
S2979,C1,3,24.62,36.09,0
S2337,C3,2,52.8,83.92,1
S3086,C3,5,67.05,21.24,0
S1696,C2,7,77.2,87.97,1
S2449,C1,8,23.91,72.43,1
S2294,C1,4,39.2,55.96,0
S1720,C3,2,51.33,86.38,0
S677,C2,7,49.94,100.0,1
S2216,C1,3,155.29,87.27,0
S2382,C3,6,74.74,80.13,1
S2125,C1,1,112.74,85.4,1
S1174,C3,6,65.99,100.0,0
S1255,C3,7,87.56,60.06,1
S1991,C1,1,121.26,79.19,1
S645,C1,2,77.88,69.66,1
S3433,C2,2,133.29,63.24,1
S138,C3,7,21.82,0.0,1
S1180,C1,7,47.13,40.76,0
S558,C3,1,62.41,66.75,1
S2484,C2,8,59.03,69.16,1
S1407,C2,3,30.38,25.69,0
S649,C1,4,58.16,71.14,1
S838,C2,5,34.46,42.79,0
S2346,C3,6,20.08,35.38,0
S3057,C3,2,60.42,29.61,0
S2402,C1,3,81.28,50.34,1
S29,C2,1,105.82,71.47,0
S1998,C1,2,89.7,72.8,1
S1537,C1,3,93.01,76.65,1
S1853,C1,6,5.0,21.03,0
S844,C3,8,56.06,23.38,0
S2025,C1,8,79.63,85.27,1
S2067,C3,7,60.27,73.48,1
S2256,C3,5,23.23,34.25,0
S593,C3,4,54.0,32.98,0
S1272,C3,7,72.54,84.31,1
S786,C2,6,66.9,58.03,0
S2925,C3,7,12.81,24.34,1
S4,C3,6,37.21,24.75,0
S2152,C3,7,26.17,17.42,0
S3221,C1,1,20.71,52.12,0
S2711,C1,5,91.1,77.67,1
S130,C2,3,49.58,66.83,1
S1217,C3,5,42.91,28.13,0
S2132,C3,5,29.9,51.42,0
S453,C1,7,12.9,41.98,0
S3328,C1,1,44.03,8.17,0
S1155,C1,7,32.4,57.21,0
S342,C3,2,85.95,76.26,1
S2104,C3,4,63.29,87.92,1
S3376,C2,8,18.97,27.28,0
S3183,C1,4,63.23,18.77,0
S919,C2,5,37.75,61.92,1
S2069,C3,2,37.76,40.76,0
S1074,C2,8,46.08,19.03,1
S2356,C2,3,32.31,20.21,0
S2103,C3,1,61.14,68.12,1
S1019,C1,1,88.78,81.04,1
S3242,C2,3,7.94,15.9,0
S489,C3,6,46.29,49.02,1
S1050,C3,5,26.01,19.33,0
S982,C2,4,20.75,34.89,0
S1582,C2,4,59.62,64.95,1
S82,C1,2,5.0,26.69,0
S87,C3,8,44.58,84.2,1
S1443,C2,2,38.13,20.31,0
S929,C2,3,36.09,0.0,1
S1393,C3,7,59.34,72.48,1
S143,C3,7,31.76,84.69,1
S133,C2,3,23.92,29.45,1
S3475,C1,8,38.11,28.64,0
S1627,C1,7,35.28,18.18,0
S321,C2,3,63.3,36.75,0
S120,C3,7,5.0,0.0,1
S2189,C2,3,18.29,26.09,0
S1940,C2,1,64.54,32.41,0
S292,C2,6,77.13,85.49,1
S452,C1,1,26.38,23.81,0
S1015,C1,1,40.18,41.46,0
S142,C2,8,14.91,23.67,0
S1312,C2,4,113.18,69.99,1
S2208,C2,2,137.25,68.29,1
S866,C3,6,21.48,27.16,0
S3311,C2,3,23.33,27.47,0
S2462,C1,4,43.64,62.56,1
S2372,C2,7,129.96,71.99,1
S913,C3,1,32.09,1.78,0
S1260,C2,5,30.78,21.88,1
S964,C2,6,17.71,67.71,1
S832,C2,5,91.3,51.35,1
S2634,C3,6,105.87,65.31,1
S3317,C1,2,110.45,88.61,1
S1557,C1,6,126.77,68.01,1
S220,C1,2,29.14,66.04,1
S3150,C1,4,53.49,71.57,1
S147,C1,1,107.86,80.64,1
S2559,C3,2,59.01,24.6,0
S3121,C3,3,32.96,17.4,0
S344,C3,2,41.37,20.43,0
S2961,C3,2,82.28,49.74,1
S2704,C3,3,114.66,81.3,0
S268,C3,3,56.75,64.74,1
S2581,C2,4,66.47,83.26,1
S419,C1,1,33.31,27.47,0
S1028,C1,6,120.3,79.07,0
S581,C2,3,39.02,76.13,1
S3023,C1,1,73.83,80.66,1
S2846,C1,4,90.33,68.85,0
S982,C2,5,86.94,18.37,0
S513,C3,2,72.71,67.93,1
S1851,C3,3,93.74,96.78,1
S2196,C2,4,40.13,80.63,1
S269,C1,2,111.67,74.36,0
S3084,C1,5,43.75,37.21,0
S2524,C3,7,48.64,56.16,1
S720,C1,6,77.46,43.3,0
S3025,C1,5,42.8,56.75,1
S622,C2,7,13.11,59.76,1
S2684,C1,5,64.09,21.58,1
S366,C1,4,88.29,80.81,0
S637,C1,6,38.97,20.04,0
S2616,C3,1,72.84,46.19,1
S1537,C1,1,102.13,71.1,1
S93,C1,5,32.38,58.07,0
S874,C2,6,90.7,100.0,1
S844,C3,1,95.61,93.06,1
S474,C3,8,32.92,69.27,1
S2202,C3,4,5.0,20.61,0
S355,C3,8,8.75,15.66,0
S1816,C3,4,64.44,48.87,0
S976,C2,1,106.01,74.78,1
S2975,C3,5,112.51,77.31,1
S2260,C1,8,52.32,21.02,0
S3245,C2,2,65.02,43.09,1
S2215,C3,1,81.05,91.02,1
S748,C1,2,14.98,47.2,0
S2959,C2,3,54.51,14.79,0
S2239,C3,6,123.43,96.52,1
S445,C2,5,61.38,50.6,1
S1903,C2,1,84.11,58.12,1
S2956,C1,8,66.12,75.34,1
S2731,C3,4,56.29,56.27,1
S1512,C2,4,21.92,31.02,0
S1417,C3,6,15.23,35.0,0
S1221,C3,1,40.92,33.86,0
S2400,C2,3,115.0,59.35,1
S709,C2,3,68.04,83.57,1
S1487,C3,1,100.22,93.27,1
S1113,C2,3,30.34,26.94,0
S730,C3,6,87.01,81.68,1
S1976,C3,6,52.52,20.17,0
S1681,C3,8,74.27,64.41,1
S17,C1,6,83.18,54.19,1
S2476,C2,5,64.45,91.94,1
S2926,C2,7,5.0,31.39,0
S2163,C1,7,84.77,100.0,1
S1481,C2,5,38.56,42.45,0
S2648,C3,2,105.08,63.32,1
S1418,C1,5,5.0,60.0,0
S3393,C1,3,21.93,77.42,1
S2186,C3,5,27.72,36.55,0
S2369,C1,7,17.66,0.0,0
S7,C3,8,87.44,79.44,0
S3366,C2,3,75.09,73.84,1
S2987,C2,7,26.53,11.49,1
S1075,C2,3,111.36,60.9,1
S1928,C3,1,40.58,42.01,1
S2251,C2,2,16.99,58.0,1
S2830,C3,8,55.62,74.74,0
S1571,C2,5,93.53,70.38,1
S1874,C2,4,116.81,92.31,0
S84,C1,4,63.36,100.0,1
S2877,C3,2,63.47,46.41,0
S3432,C1,8,28.18,30.32,1
S1394,C1,1,30.74,33.88,0
S1571,C2,1,93.54,65.64,1
S2697,C3,8,9.19,18.34,0
S1418,C1,3,70.83,68.08,1
S1661,C1,3,8.28,25.93,0
S1293,C3,1,29.35,9.48,0
S473,C2,1,84.88,87.16,1
S1291,C1,3,27.86,22.96,0
S2332,C3,1,100.36,86.96,1
S2582,C1,1,80.56,70.13,1
S1725,C1,7,43.17,90.35,1
S2594,C1,8,69.76,53.34,1
S4,C3,1,67.34,27.52,0
S1205,C2,2,45.67,11.97,0
S2446,C3,4,39.62,23.66,0
S2016,C2,1,5.0,27.13,0
S462,C3,8,66.55,73.5,0
S1995,C2,3,32.88,31.16,0
S22,C1,1,60.72,34.85,0
S90,C1,4,55.14,0.0,0
S764,C1,2,70.93,72.91,1
S2529,C2,3,47.1,39.14,0
S3094,C2,3,17.69,42.64,0
S2893,C2,6,13.91,42.52,0
S2257,C1,5,123.24,75.34,1
S1897,C1,8,88.11,44.63,1
S1497,C3,6,5.0,30.24,0
S1483,C3,3,89.26,74.75,1
S1421,C3,4,44.62,23.94,0
S283,C3,4,86.78,71.47,1
S1469,C2,3,81.48,20.6,0
S303,C2,1,42.08,19.39,0
S2572,C3,8,86.26,65.71,0
S2699,C3,1,75.83,84.3,1
S2237,C3,1,9.97,21.41,0
S2310,C2,2,5.0,36.1,0
S3213,C1,4,121.39,66.16,1
S568,C1,4,20.51,20.58,0
S1722,C3,5,25.95,23.46,0
S1049,C1,4,52.77,62.0,1
S443,C1,2,77.59,35.7,0
S2738,C1,8,5.0,53.01,0
S310,C2,8,73.55,74.68,1
S3065,C3,6,66.47,80.53,1
S3210,C2,2,75.56,68.15,1
S857,C3,6,40.41,15.48,0
S761,C1,6,53.77,64.62,0
S2565,C2,4,74.86,74.47,1
S61,C3,8,5.0,20.35,0
S1116,C2,2,73.53,87.29,1
S100,C1,5,14.91,1.54,0
S573,C2,2,110.08,83.33,1
S2132,C3,8,59.37,1.89,0
S406,C1,3,65.12,30.8,0
S2751,C2,2,28.88,35.83,0
S2077,C1,1,69.77,83.46,1
S3115,C1,1,44.01,17.9,0
S2137,C1,8,50.03,83.49,1
S317,C1,4,22.38,27.89,0
S804,C2,6,90.05,69.7,1
S2144,C3,2,70.3,73.12,1
S2175,C1,5,5.0,34.34,0
S806,C3,8,86.42,96.71,1
S583,C2,5,21.7,70.42,1
S668,C2,6,14.61,42.86,0
S3048,C2,6,120.84,100.0,1
S3123,C1,2,62.63,78.03,1
S402,C1,2,72.92,34.8,0
S1700,C2,8,5.0,10.54,0
S879,C1,6,11.67,35.06,0
S3013,C3,1,41.44,47.05,0
S2301,C2,2,96.73,75.73,1
S589,C3,6,71.46,66.82,1
S1666,C1,3,123.91,67.18,1
S161,C2,7,102.6,54.92,0
S875,C2,3,59.6,80.28,1
S1490,C3,7,69.16,84.11,1
S2971,C3,3,59.79,42.0,1
S2445,C1,8,92.09,58.85,1
S1812,C3,1,77.51,89.06,1
S700,C1,1,40.82,15.35,0
S1073,C1,2,39.86,22.52,0
S2910,C2,2,124.24,67.11,0
S3238,C1,2,76.62,64.79,1
S2381,C3,4,86.19,81.86,1
S3085,C3,5,46.14,27.65,1
S2905,C2,5,86.4,76.76,0
S3371,C3,4,86.77,59.68,1
S1200,C3,2,114.15,76.32,1
S550,C3,1,24.02,39.3,0
S649,C1,1,112.95,68.89,1
S1422,C3,8,59.37,5.0,0
S1010,C1,1,104.28,79.74,1
S1550,C1,8,30.05,32.75,0
S2428,C3,5,27.93,66.97,0
S888,C2,3,17.05,13.71,0
S1079,C2,4,5.0,43.64,1
S542,C2,3,37.11,35.46,0
S3059,C3,1,26.79,55.32,1
S2576,C3,1,32.71,27.8,0
S3292,C1,7,25.36,37.64,0
S2599,C2,1,78.28,77.73,1
S1666,C1,7,62.98,24.43,0
S3287,C1,2,40.87,32.85,0
S3340,C2,2,5.0,51.75,0
S3091,C1,7,37.72,24.05,0
S1761,C3,7,67.33,61.12,1
S2407,C2,5,70.27,70.04,1
S1578,C1,8,38.34,9.11,0
S1849,C3,6,24.45,0.0,0
S1754,C1,4,64.64,65.18,1
S447,C1,6,118.33,100.0,1
S2146,C1,6,38.73,39.87,0
S3042,C2,5,87.38,68.57,1
S459,C2,4,74.49,32.65,0
S188,C3,6,5.0,18.88,0
S3366,C2,2,120.6,55.05,1
S2652,C2,2,18.91,30.39,0
S3205,C3,7,60.69,69.37,1
S1211,C2,8,114.47,72.74,1
S2986,C1,7,125.26,56.36,1
S1978,C1,6,62.86,80.95,1
S2535,C1,8,5.0,39.52,0
S1973,C3,7,71.91,64.23,1
S3026,C3,4,35.47,27.53,0
S2569,C2,2,7.9,6.52,0
S3383,C1,1,119.1,84.83,1
S2112,C2,3,54.32,90.46,1
S764,C1,3,89.22,77.91,1
S317,C1,7,59.76,31.28,0
S644,C1,2,42.84,66.19,1
S159,C2,5,30.17,30.47,1
S862,C1,1,103.45,65.48,1
S2426,C2,5,98.95,80.72,1
S96,C3,3,7.36,0.0,0
S2298,C1,2,49.24,32.13,0
S57,C3,5,83.59,60.68,1
S397,C2,8,34.06,22.66,0
S3390,C3,8,60.75,10.35,1
S2758,C2,5,90.88,79.91,1
S3434,C2,4,43.72,71.47,1
S3481,C1,1,77.28,83.7,1
S2420,C3,5,62.73,73.32,1
S1250,C1,1,68.99,20.23,0
S3094,C2,4,19.05,45.3,0
S607,C1,3,79.49,79.45,1
S2375,C2,2,59.13,76.25,1
S1573,C3,8,5.0,32.07,0
S3289,C3,5,97.81,91.5,1
S830,C2,1,88.32,71.11,1
S828,C1,3,138.47,90.72,1
S2708,C2,7,72.57,77.54,1
S2126,C3,5,30.46,31.57,0
S1863,C3,7,85.62,52.71,1
S1424,C1,5,74.0,57.31,0
S3488,C3,8,35.62,16.82,0
S3259,C2,1,60.33,83.01,0
S1485,C2,8,29.3,3.68,0
S2478,C1,3,93.93,16.37,0
S1054,C3,3,47.9,89.63,1
S3153,C2,6,27.78,27.14,0
S1649,C2,8,105.11,91.43,1
S246,C1,8,5.0,0.0,0
S3019,C3,8,35.7,23.1,0
S3419,C1,8,69.6,71.99,1
S1491,C2,8,7.34,29.48,0
S2059,C1,8,51.1,57.95,1
S1416,C2,2,39.43,44.65,0
S1140,C3,5,94.63,91.48,1
S113,C1,6,92.39,62.85,1
S3227,C1,7,37.33,25.48,0
S3182,C2,2,53.2,11.96,0
S340,C3,6,10.67,3.45,0
S1657,C2,4,65.04,73.51,1
S744,C1,6,27.2,23.3,0
S2192,C3,7,18.63,48.56,0
S2518,C2,6,12.03,43.2,0
S2225,C1,7,41.18,35.14,0
S938,C3,3,100.97,86.85,1
S1199,C3,1,132.64,100.0,1
S742,C1,8,124.43,79.14,1
S2133,C2,6,99.58,83.96,1
S717,C1,8,125.55,72.3,1
S676,C1,3,80.67,13.52,0
S2960,C2,7,5.0,43.54,0
S468,C1,2,122.23,72.3,1
S3477,C3,2,18.38,39.0,1
S3342,C2,2,34.06,30.08,0
S380,C2,8,93.31,70.36,0
S2236,C2,8,89.67,85.29,1
S2678,C2,6,5.0,10.49,0
S3278,C3,6,50.28,0.0,0
S1570,C3,8,37.08,38.1,0
S2618,C1,8,5.0,18.24,1
S2257,C1,3,86.21,77.54,1
S684,C2,3,89.13,62.39,1
S1710,C1,5,76.26,57.59,1
S2604,C2,7,91.07,80.99,1
S436,C1,8,106.75,53.11,1
S835,C3,8,40.07,31.12,0
S3172,C1,2,47.86,37.54,0
S694,C3,6,29.9,18.6,0
S2136,C3,8,73.52,62.43,1
S1493,C3,1,11.98,43.86,0
S1947,C2,2,127.96,71.23,1
S2110,C3,6,34.74,0.0,0
S316,C2,2,39.57,43.3,0
S3338,C2,6,61.14,96.06,0
S3302,C1,6,50.37,68.61,1
S1594,C1,8,93.04,7.69,0
S3214,C3,4,30.09,16.51,0
S2557,C2,8,45.09,81.75,1
S2851,C1,8,72.14,84.44,1
S216,C2,3,111.63,68.68,1
S980,C3,5,130.05,51.78,1
S1861,C1,6,61.6,74.89,1
S1121,C3,8,58.16,64.11,1
S1928,C3,8,81.59,63.96,1
S2925,C3,5,41.56,36.37,0
S1967,C2,6,32.37,0.0,1
S2510,C2,1,23.26,62.45,0
S250,C2,4,35.03,3.55,0
S2194,C1,1,36.52,24.12,0
S1709,C2,3,90.34,69.54,1
S2133,C2,5,104.48,67.37,1
S3325,C3,1,127.57,76.7,1
S3388,C2,8,38.29,49.16,0
S2490,C3,3,62.95,63.63,1
S455,C3,2,59.2,1.88,0
S610,C2,7,40.66,15.3,1
S1319,C3,2,42.23,62.44,0
S15,C2,7,81.04,49.32,1
S978,C1,4,68.01,59.14,0
S396,C1,3,70.42,74.11,1
S2304,C2,1,49.72,4.4,0
S364,C1,5,100.5,69.25,1
S2823,C3,7,160.14,57.55,1
S3153,C2,8,33.18,31.24,0
S1486,C1,1,45.75,19.17,1
S2940,C3,4,21.03,24.11,0
S385,C1,5,105.0,73.72,1
S2400,C2,1,116.88,97.85,1
S1094,C2,6,85.64,79.67,1
S359,C1,1,73.16,91.1,1
S803,C3,1,21.61,19.73,0
S1009,C2,1,80.48,64.04,1
S1141,C1,8,114.42,74.54,1
S1415,C1,2,108.96,88.86,1
S524,C2,1,30.1,36.6,0
S3214,C3,2,25.57,17.28,0
